id,text,label,author_followers,author_verified,retweets,likes,shares,credibility_score,sentiment
1129,"Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.Posts strongly emphasize patriotic duty and frame political opponents as
existential threats, urging citizens to mobilize emotionally against rival groups.",propaganda,114487,1,790,8107,1045,0.797,neutral
1130,"Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.Posts strongly emphasize patriotic duty and frame political opponents as
existential threats, urging citizens to mobilize emotionally against rival groups.",propaganda,150845,0,4803,19339,3348,0.594,negative
1131,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.",propaganda,321024,0,2982,12021,961,0.904,neutral
1132,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion
during election campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public
opinion during election campaigns.",propaganda,71880,0,4579,1873,5283,0.126,negative
1133,"Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.Posts strongly emphasize patriotic duty and frame political opponents as
existential threats, urging citizens to mobilize emotionally against rival groups.Posts strongly emphasize patriotic
duty and frame political opponents as existential threats, urging citizens to mobilize emotionally against rival groups.",propaganda,125082,1,4093,11390,6453,0.308,positive
1134,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.",propaganda,469355,0,1611,14648,1666,0.481,negative
1135,"Breaking news claims that secret groups are controlling elections through hidden satellites and encrypted signals spread
across social networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims
that secret groups are controlling elections through hidden satellites and encrypted signals spread across social
networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims that secret
groups are controlling elections through hidden satellites and encrypted signals spread across social networks. Experts
allegedly suppressed the evidence while insiders leaked screenshots.",fake,63814,0,943,10417,5701,0.169,positive
1136,"According to verified reports from multiple agencies, officials announced policy updates after reviewing scientific
assessments and public data. Independent journalists corroborated the findings.According to verified reports from
multiple agencies, officials announced policy updates after reviewing scientific assessments and public data.
Independent journalists corroborated the findings.",real,122378,1,4534,1491,3976,0.293,negative
1137,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.",propaganda,313839,0,3688,9253,6722,0.472,neutral
1138,"Breaking news claims that secret groups are controlling elections through hidden satellites and encrypted signals spread
across social networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims
that secret groups are controlling elections through hidden satellites and encrypted signals spread across social
networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims that secret
groups are controlling elections through hidden satellites and encrypted signals spread across social networks. Experts
allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims that secret groups are
controlling elections through hidden satellites and encrypted signals spread across social networks. Experts allegedly
suppressed the evidence while insiders leaked screenshots.",fake,235041,0,1913,1237,7255,0.408,positive
1139,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.Content repeatedly glorifies one faction while portraying others as
corrupt enemies seeking to destroy national identity and social stability.Content repeatedly glorifies one faction while
portraying others as corrupt enemies seeking to destroy national identity and social stability.",propaganda,396140,1,1294,3843,6320,0.905,neutral
1140,"Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging citizens to distrust
official announcements.Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging
citizens to distrust official announcements.Anonymous sources claim catastrophic events are being covered up by
mainstream outlets, urging citizens to distrust official announcements.",fake,496716,1,3296,5246,7342,0.682,negative
1141,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion
during election campaigns.",propaganda,230959,1,3958,12026,5285,0.594,neutral
1142,"Public health authorities published peer‑reviewed research explaining trends observed in vaccination programs and
hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed in vaccination
programs and hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed
in vaccination programs and hospital admissions.",real,71540,1,2761,6155,3165,0.295,negative
1143,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.Content repeatedly glorifies one faction while portraying others as
corrupt enemies seeking to destroy national identity and social stability.Content repeatedly glorifies one faction while
portraying others as corrupt enemies seeking to destroy national identity and social stability.",propaganda,99218,1,2441,8570,7653,0.104,negative
1144,"Breaking news claims that secret groups are controlling elections through hidden satellites and encrypted signals spread
across social networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims
that secret groups are controlling elections through hidden satellites and encrypted signals spread across social
networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims that secret
groups are controlling elections through hidden satellites and encrypted signals spread across social networks. Experts
allegedly suppressed the evidence while insiders leaked screenshots.",fake,204338,1,1800,9216,5112,0.247,positive
1145,"Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging citizens to distrust
official announcements.Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging
citizens to distrust official announcements.Anonymous sources claim catastrophic events are being covered up by
mainstream outlets, urging citizens to distrust official announcements.",fake,96303,1,262,17968,7596,0.784,negative
1146,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.Content repeatedly glorifies one faction while portraying others as
corrupt enemies seeking to destroy national identity and social stability.",propaganda,320912,1,2996,16739,2628,0.415,neutral
1147,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.",propaganda,35624,1,2641,14764,738,0.696,negative
1148,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.",propaganda,194866,0,2088,19607,2061,0.203,positive
1149,"Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.Posts strongly emphasize patriotic duty and frame political opponents as
existential threats, urging citizens to mobilize emotionally against rival groups.",propaganda,493530,0,2888,9133,4570,0.267,positive
1150,"Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.Posts strongly emphasize patriotic duty and frame political opponents as
existential threats, urging citizens to mobilize emotionally against rival groups.",propaganda,281983,0,4969,13506,2703,0.23,negative
1151,"According to verified reports from multiple agencies, officials announced policy updates after reviewing scientific
assessments and public data. Independent journalists corroborated the findings.According to verified reports from
multiple agencies, officials announced policy updates after reviewing scientific assessments and public data.
Independent journalists corroborated the findings.According to verified reports from multiple agencies, officials
announced policy updates after reviewing scientific assessments and public data. Independent journalists corroborated
the findings.According to verified reports from multiple agencies, officials announced policy updates after reviewing
scientific assessments and public data. Independent journalists corroborated the findings.",real,244560,0,1593,4959,6048,0.482,negative
1152,"Public health authorities published peer‑reviewed research explaining trends observed in vaccination programs and
hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed in vaccination
programs and hospital admissions.",real,305145,0,770,15458,5613,0.592,positive
1153,"Public health authorities published peer‑reviewed research explaining trends observed in vaccination programs and
hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed in vaccination
programs and hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed
in vaccination programs and hospital admissions.",real,533,0,989,12214,5466,0.9,negative
1154,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.Content repeatedly glorifies one faction while portraying others as
corrupt enemies seeking to destroy national identity and social stability.",propaganda,440075,0,1184,15083,6033,0.492,negative
1155,"Breaking news claims that secret groups are controlling elections through hidden satellites and encrypted signals spread
across social networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims
that secret groups are controlling elections through hidden satellites and encrypted signals spread across social
networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.",fake,142949,1,1653,7491,613,0.762,negative
1156,"Public health authorities published peer‑reviewed research explaining trends observed in vaccination programs and
hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed in vaccination
programs and hospital admissions.",real,174480,0,4605,9005,7106,0.825,positive
1157,"Public health authorities published peer‑reviewed research explaining trends observed in vaccination programs and
hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed in vaccination
programs and hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed
in vaccination programs and hospital admissions.Public health authorities published peer‑reviewed research explaining
trends observed in vaccination programs and hospital admissions.",real,261714,0,2744,12540,7118,0.318,neutral
1158,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion
during election campaigns.",propaganda,394621,1,3562,2910,5737,0.214,neutral
1159,"Public health authorities published peer‑reviewed research explaining trends observed in vaccination programs and
hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed in vaccination
programs and hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed
in vaccination programs and hospital admissions.",real,209726,1,788,11941,2149,0.665,neutral
1160,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion
during election campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public
opinion during election campaigns.",propaganda,98162,0,4843,17850,5123,0.155,neutral
1161,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.",propaganda,122409,1,3174,18249,225,0.38,positive
1162,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.Government departments released audited figures showing
gradual economic recovery supported by international institutions and expert reviews.Government departments released
audited figures showing gradual economic recovery supported by international institutions and expert reviews.",real,405917,1,3479,11516,479,0.869,negative
1163,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.Government departments released audited figures showing
gradual economic recovery supported by international institutions and expert reviews.Government departments released
audited figures showing gradual economic recovery supported by international institutions and expert reviews.",real,83464,1,4217,3130,5836,0.149,negative
1164,"Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.Posts strongly emphasize patriotic duty and frame political opponents as
existential threats, urging citizens to mobilize emotionally against rival groups.Posts strongly emphasize patriotic
duty and frame political opponents as existential threats, urging citizens to mobilize emotionally against rival groups.",propaganda,246210,0,512,19470,4612,0.232,positive
1165,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.Content repeatedly glorifies one faction while portraying others as
corrupt enemies seeking to destroy national identity and social stability.",propaganda,173319,1,1964,9362,2781,0.271,neutral
1166,"Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.Posts strongly emphasize patriotic duty and frame political opponents as
existential threats, urging citizens to mobilize emotionally against rival groups.Posts strongly emphasize patriotic
duty and frame political opponents as existential threats, urging citizens to mobilize emotionally against rival groups.",propaganda,128382,1,85,4453,2275,0.642,positive
1167,"Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.Posts strongly emphasize patriotic duty and frame political opponents as
existential threats, urging citizens to mobilize emotionally against rival groups.Posts strongly emphasize patriotic
duty and frame political opponents as existential threats, urging citizens to mobilize emotionally against rival groups.",propaganda,466793,0,2718,13685,4082,0.555,negative
1168,"According to verified reports from multiple agencies, officials announced policy updates after reviewing scientific
assessments and public data. Independent journalists corroborated the findings.According to verified reports from
multiple agencies, officials announced policy updates after reviewing scientific assessments and public data.
Independent journalists corroborated the findings.According to verified reports from multiple agencies, officials
announced policy updates after reviewing scientific assessments and public data. Independent journalists corroborated
the findings.According to verified reports from multiple agencies, officials announced policy updates after reviewing
scientific assessments and public data. Independent journalists corroborated the findings.",real,316526,1,656,12605,1559,0.125,positive
1169,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.",propaganda,358684,0,4080,15372,5579,0.703,positive
1170,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.",real,475048,0,2025,638,5969,0.436,negative
1171,"Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared privately among
influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared
privately among influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies
are being shared privately among influencers and activists.",fake,434058,0,4962,16651,1972,0.849,positive
1172,"Breaking news claims that secret groups are controlling elections through hidden satellites and encrypted signals spread
across social networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims
that secret groups are controlling elections through hidden satellites and encrypted signals spread across social
networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.",fake,433807,0,3974,2661,927,0.192,positive
1173,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.",real,287133,1,4840,5231,3449,0.822,negative
1174,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.",real,319497,1,4176,14949,360,0.239,negative
1175,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.Content repeatedly glorifies one faction while portraying others as
corrupt enemies seeking to destroy national identity and social stability.",propaganda,306578,0,4080,2849,4552,0.458,positive
1176,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.",propaganda,228647,1,4768,7968,5932,0.778,neutral
1177,"Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared privately among
influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared
privately among influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies
are being shared privately among influencers and activists.",fake,452493,1,2951,9325,1170,0.22,neutral
1178,"Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging citizens to distrust
official announcements.Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging
citizens to distrust official announcements.Anonymous sources claim catastrophic events are being covered up by
mainstream outlets, urging citizens to distrust official announcements.",fake,392546,1,319,9402,3329,0.31,negative
1179,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.",propaganda,332537,1,3193,17047,3426,0.124,neutral
1180,"Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared privately among
influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared
privately among influencers and activists.",fake,386506,1,2828,15942,5148,0.656,positive
1181,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion
during election campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public
opinion during election campaigns.",propaganda,228990,0,2286,3792,3736,0.375,positive
1182,"Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging citizens to distrust
official announcements.Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging
citizens to distrust official announcements.Anonymous sources claim catastrophic events are being covered up by
mainstream outlets, urging citizens to distrust official announcements.Anonymous sources claim catastrophic events are
being covered up by mainstream outlets, urging citizens to distrust official announcements.",fake,394180,1,1167,4992,7073,0.22,positive
1183,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.Content repeatedly glorifies one faction while portraying others as
corrupt enemies seeking to destroy national identity and social stability.",propaganda,87638,0,3633,2221,4721,0.279,neutral
1184,"Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging citizens to distrust
official announcements.Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging
citizens to distrust official announcements.Anonymous sources claim catastrophic events are being covered up by
mainstream outlets, urging citizens to distrust official announcements.",fake,30835,0,2600,18913,6808,0.339,negative
1185,"According to verified reports from multiple agencies, officials announced policy updates after reviewing scientific
assessments and public data. Independent journalists corroborated the findings.According to verified reports from
multiple agencies, officials announced policy updates after reviewing scientific assessments and public data.
Independent journalists corroborated the findings.According to verified reports from multiple agencies, officials
announced policy updates after reviewing scientific assessments and public data. Independent journalists corroborated
the findings.According to verified reports from multiple agencies, officials announced policy updates after reviewing
scientific assessments and public data. Independent journalists corroborated the findings.",real,47052,1,4283,13135,6285,0.55,neutral
1186,"Breaking news claims that secret groups are controlling elections through hidden satellites and encrypted signals spread
across social networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims
that secret groups are controlling elections through hidden satellites and encrypted signals spread across social
networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims that secret
groups are controlling elections through hidden satellites and encrypted signals spread across social networks. Experts
allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims that secret groups are
controlling elections through hidden satellites and encrypted signals spread across social networks. Experts allegedly
suppressed the evidence while insiders leaked screenshots.",fake,378255,1,4432,80,5890,0.183,neutral
1187,"Public health authorities published peer‑reviewed research explaining trends observed in vaccination programs and
hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed in vaccination
programs and hospital admissions.",real,52571,1,3936,18901,1539,0.365,neutral
1188,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.",propaganda,16324,0,451,2249,187,0.241,neutral
1189,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion
during election campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public
opinion during election campaigns.",propaganda,369923,1,3655,16674,278,0.503,negative
1190,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.",propaganda,34963,0,4502,5075,1701,0.242,neutral
1191,"Public health authorities published peer‑reviewed research explaining trends observed in vaccination programs and
hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed in vaccination
programs and hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed
in vaccination programs and hospital admissions.",real,7494,1,1958,7390,1933,0.53,positive
1192,"According to verified reports from multiple agencies, officials announced policy updates after reviewing scientific
assessments and public data. Independent journalists corroborated the findings.According to verified reports from
multiple agencies, officials announced policy updates after reviewing scientific assessments and public data.
Independent journalists corroborated the findings.",real,154782,0,3607,15492,967,0.918,neutral
1193,"According to verified reports from multiple agencies, officials announced policy updates after reviewing scientific
assessments and public data. Independent journalists corroborated the findings.According to verified reports from
multiple agencies, officials announced policy updates after reviewing scientific assessments and public data.
Independent journalists corroborated the findings.According to verified reports from multiple agencies, officials
announced policy updates after reviewing scientific assessments and public data. Independent journalists corroborated
the findings.",real,213341,1,1645,19112,1082,0.888,positive
1194,"Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging citizens to distrust
official announcements.Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging
citizens to distrust official announcements.",fake,283572,0,3520,18676,5726,0.889,neutral
1195,"Public health authorities published peer‑reviewed research explaining trends observed in vaccination programs and
hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed in vaccination
programs and hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed
in vaccination programs and hospital admissions.Public health authorities published peer‑reviewed research explaining
trends observed in vaccination programs and hospital admissions.",real,81251,0,2701,18105,7507,0.945,negative
1196,"Breaking news claims that secret groups are controlling elections through hidden satellites and encrypted signals spread
across social networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims
that secret groups are controlling elections through hidden satellites and encrypted signals spread across social
networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims that secret
groups are controlling elections through hidden satellites and encrypted signals spread across social networks. Experts
allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims that secret groups are
controlling elections through hidden satellites and encrypted signals spread across social networks. Experts allegedly
suppressed the evidence while insiders leaked screenshots.",fake,320341,1,1875,16445,3098,0.481,negative
1197,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.Content repeatedly glorifies one faction while portraying others as
corrupt enemies seeking to destroy national identity and social stability.Content repeatedly glorifies one faction while
portraying others as corrupt enemies seeking to destroy national identity and social stability.",propaganda,112991,1,2568,2841,5458,0.352,neutral
1198,"Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.Posts strongly emphasize patriotic duty and frame political opponents as
existential threats, urging citizens to mobilize emotionally against rival groups.Posts strongly emphasize patriotic
duty and frame political opponents as existential threats, urging citizens to mobilize emotionally against rival groups.",propaganda,478888,0,1494,6390,553,0.809,negative
1199,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.Content repeatedly glorifies one faction while portraying others as
corrupt enemies seeking to destroy national identity and social stability.Content repeatedly glorifies one faction while
portraying others as corrupt enemies seeking to destroy national identity and social stability.",propaganda,423319,1,2594,6376,7353,0.941,positive
1200,"Public health authorities published peer‑reviewed research explaining trends observed in vaccination programs and
hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed in vaccination
programs and hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed
in vaccination programs and hospital admissions.Public health authorities published peer‑reviewed research explaining
trends observed in vaccination programs and hospital admissions.",real,311024,1,4660,12538,443,0.643,neutral
1201,"Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared privately among
influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared
privately among influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies
are being shared privately among influencers and activists.",fake,422825,1,517,10362,1953,0.469,neutral
1202,"Public health authorities published peer‑reviewed research explaining trends observed in vaccination programs and
hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed in vaccination
programs and hospital admissions.",real,72252,0,3996,98,637,0.926,negative
1203,"According to verified reports from multiple agencies, officials announced policy updates after reviewing scientific
assessments and public data. Independent journalists corroborated the findings.According to verified reports from
multiple agencies, officials announced policy updates after reviewing scientific assessments and public data.
Independent journalists corroborated the findings.",real,169030,0,2945,15614,7520,0.358,negative
1204,"Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared privately among
influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared
privately among influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies
are being shared privately among influencers and activists.",fake,115505,0,2955,12038,4240,0.742,neutral
1205,"Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared privately among
influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared
privately among influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies
are being shared privately among influencers and activists.Viral posts insist that miracle cures suppressed by
pharmaceutical companies are being shared privately among influencers and activists.",fake,328714,1,2994,18569,1598,0.803,positive
1206,"Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.Posts strongly emphasize patriotic duty and frame political opponents as
existential threats, urging citizens to mobilize emotionally against rival groups.",propaganda,32812,0,884,18457,1691,0.682,neutral
1207,"Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.Posts strongly emphasize patriotic duty and frame political opponents as
existential threats, urging citizens to mobilize emotionally against rival groups.",propaganda,378753,0,4069,18518,554,0.309,positive
1208,"Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging citizens to distrust
official announcements.Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging
citizens to distrust official announcements.Anonymous sources claim catastrophic events are being covered up by
mainstream outlets, urging citizens to distrust official announcements.",fake,384686,0,1181,6589,4027,0.284,positive
1209,"According to verified reports from multiple agencies, officials announced policy updates after reviewing scientific
assessments and public data. Independent journalists corroborated the findings.According to verified reports from
multiple agencies, officials announced policy updates after reviewing scientific assessments and public data.
Independent journalists corroborated the findings.According to verified reports from multiple agencies, officials
announced policy updates after reviewing scientific assessments and public data. Independent journalists corroborated
the findings.According to verified reports from multiple agencies, officials announced policy updates after reviewing
scientific assessments and public data. Independent journalists corroborated the findings.",real,219759,1,4316,10487,1219,0.372,neutral
1210,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion
during election campaigns.",propaganda,349934,1,1682,7565,6610,0.401,positive
1211,"Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging citizens to distrust
official announcements.Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging
citizens to distrust official announcements.Anonymous sources claim catastrophic events are being covered up by
mainstream outlets, urging citizens to distrust official announcements.Anonymous sources claim catastrophic events are
being covered up by mainstream outlets, urging citizens to distrust official announcements.",fake,139253,0,3499,17830,5347,0.386,positive
1212,"Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.Posts strongly emphasize patriotic duty and frame political opponents as
existential threats, urging citizens to mobilize emotionally against rival groups.Posts strongly emphasize patriotic
duty and frame political opponents as existential threats, urging citizens to mobilize emotionally against rival
groups.Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.",propaganda,404800,0,2589,5785,3889,0.731,positive
1213,"Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging citizens to distrust
official announcements.Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging
citizens to distrust official announcements.Anonymous sources claim catastrophic events are being covered up by
mainstream outlets, urging citizens to distrust official announcements.",fake,113151,1,4204,9815,1387,0.41,neutral
1214,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.",propaganda,10172,1,4693,9071,3336,0.103,positive
1215,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion
during election campaigns.",propaganda,101761,1,2191,347,4034,0.612,positive
